link,section_number,description,section_name
http://devgan.in/ipc/section/251/,251,"Whoever, having coin in his possession with respect to which the offence defined in sections  247  or  249  has been committed, and having known at the time when he became possessed of such coin that such offence had been committed with respect to it, fraudulently or with intent that fraud may be committed, delivers such coin to any other person, or attempts to induce any other person to receive the same, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."," Delivery of Indian coin, possessed with knowledge that it is altered."
http://devgan.in/ipc/section/249/,249,"Whoever performs on any Indian coin any operation which alters the appearance of that coin, with the intention that the said coin shall pass as a coin of a different description, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", Altering appearance of Indian coin with intent that it shall pass as coin of different description.
http://devgan.in/ipc/section/248/,248,"Whoever performs on any coin any operation which alters the appearance of that coin, with the intention that the said coin shall pass as a coin of a different description, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.", Altering appearance of coin with intent that it shall pass as coin of different description.
http://devgan.in/ipc/section/247/,247,"Whoever fraudulently or dishonestly performs on any Indian coin any operation which diminishes the weight or alters the composition of that coin, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", Fraudulently or dishonestly diminishing weight or altering composition of Indian coin.
http://devgan.in/ipc/section/246/,246,"Whoever, fraudulently or dishonestly performs on any coin any operation which diminishes the weight or alters the composition of that coin, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.", Fraudulently or dishonestly diminishing weight or altering composition of coin.
http://devgan.in/ipc/section/245/,245,"Whoever, without lawful authority, takes out of any mint, lawfully established in India, any coining tool or instrument, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", Unlawfully taking coining instrument from mint.
http://devgan.in/ipc/section/244/,244,"Whoever, being employed in any mint lawfully established in India, does any act, or omits what he is legally bound to do, with the intention of causing any coin issued from that mint to be of a different weight or composition from the weight or composition fixed by law, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", Person employed in mint causing coin to be of different weight or composition from that fixed by law.
http://devgan.in/ipc/section/243/,243,"Whoever, fraudulently or with intent that fraud may be committed, is in possession of counterfeit coin, which is a counterfeit of Indian coin, having known at the time when he became possessed of it that it was counterfeit, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", Possession of Indian coin by person who knew it to be counterfeit when he became possessed thereof.
http://devgan.in/ipc/section/242/,242,"Whoever, fraudulently or with intent that fraud may be committed, is in possession of counterfeit coin, having known at the time when he became possessed thereof that such coin was counterfeit, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.", Possession of counterfeit coin by person who knew it to be counterfeit when he became possessed thereof.
http://devgan.in/ipc/section/241/,241,"Whoever delivers to any other person as genuine, or attempts to induce any other person to receive as genuine, any counterfeit coin which he knows to be counterfeit, but which he did not know to be counterfeit at the time when he took it into his possession, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine to an amount which may extend to ten times the value of the coin counterfeited, or with both."," Delivery of coin as genuine, which, when first possessed, the deliverer did not know to be counterfeit."
http://devgan.in/ipc/section/240/,240,"Whoever having any counterfeit coin, which is a counterfeit of Indian coin, and which, at the time when he became possessed of it, he knew to be a counterfeit of Indian coin, fraudulently or with intent that fraud may be committed, delivers the same to any person, or attempts to induce any person to receive it, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."," Delivery of Indian coin, possessed with knowledge that it is counterfeit."
http://devgan.in/ipc/section/239/,239,"Whoever, having any counterfeit coin, which at the time when he became possessed of it, he knew to be counterfeit, fraudulently or with intent that fraud may be committed, delivers the same to any persons or attempts to induce any person to receive it, shall be punished with imprisonment of either description for a term which may extend to five years, and shall also be liable to fine.", Delivery of coin possessed with knowledge that it is counterfeit.
http://devgan.in/ipc/section/238/,238,"Whoever imports into India, or exports there from, any counterfeit coin, which he knows or has reason to believe to be a counterfeit of Indian coin, shall be punished with Imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.", Import or export of counterfeits of the Indian coin.
http://devgan.in/ipc/section/237/,237,"Whoever imports into India, or exports therefrom, any counterfeit coin, knowingly or having reason to believe that the same is counterfeit, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.", Import or export of counterfeit coin.
http://devgan.in/ipc/section/236/,236,"Whoever, being within India abets the counterfeiting of coin out of India shall be punished in the same manner as if he abetted the counterfeiting of such coin within India.", Abetting in India the counterfeiting out of India of coin.
http://devgan.in/ipc/section/235/,235,"Whoever is in possession of any instrument or material, for the purpose of using the same for counterfeiting coin, or knowing or having reason to believe that the same is intended to be used for that purpose, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine; 

 If Indian coin  — and if the coin to be counterfeited is Indian coin, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.", Possession of instrument or material for the purpose of using the same for counterfeiting coin.
http://devgan.in/ipc/section/234/,234,"Whoever makes or mends, or performs any part of the process of making or mending or buys, sells or disposes of, any die or instrument, for the purpose of being used, or knowing or having reason to believe that it is intended to be used, for the purpose of counterfeiting Indian coin, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", Making or selling instrument for counterfeiting Indian coin.
http://devgan.in/ipc/section/233/,233,"Whoever makes or mends, or performs any part of the process of making or mending, or buys, sells or disposes of, any die or instrument, for the purpose of being used, or knowing or having reason to believe that it is intended to be used, for the purpose of counterfeiting coin, shall be punished with imprisonment of either description for a term which may extended to three years, and shall also be liable to fine.", Making or selling instrument for counterfeiting coin.
http://devgan.in/ipc/section/232/,232,"Whoever counterfeits, or knowingly performs any part of the process of counterfeiting Indian coin, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.", Counterfeiting Indian coin.
http://devgan.in/ipc/section/231/,231,"Whoever counterfeits or knowingly performs any part of the process of counterfeiting coin, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", Counterfeiting coin.
http://devgan.in/ipc/section/230/,230,"Coin  — Coin is metal used for the time being as money, and stamped and issued by the authority of some State or Sovereign Power in order to be so used. 

 Indian coin  — Indian coin is metal stamped and issued by the authority of the Government of India in order to be used as money; 

 And metal which has been so stamped and issued shall continue to be Indian coin for the purposes of this Chapter, notwithstanding that it may have ceased to be used as money."," ""Coin"" defined."
http://devgan.in/ipc/section/229A/,229A,"Whoever, having been charged with an offence and released on bail or on bond without sureties, fails without sufficient cause (the burden of proving which shall lie upon him), to appear in Court in accordance with the terms of the bail or bond, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.", Failure by person released on bail or bond to appear in Court.
http://devgan.in/ipc/section/229/,229,"Whoever, by personation or otherwise, shall intentionally cause, or knowingly suffer himself to be returned, empanelled or sworn as a juryman or assessor in any case in which he knows that he is not entitled by law to be so returned, empanelled or sworn, or knowing himself to have been so returned, empanelled or sworn contrary to law, shall voluntarily serve on such jury or as such assessor, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both. Whoever, having been charged with an offence and released on bail or on bond without sureties, fails without sufficient cause (the burden of proving which shall lie upon him), to appear in Court in accordance with the terms of the bail or bond, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.", Personation of a juror or assessor.
http://devgan.in/ipc/section/228A/,228A,"	 
		 Whoever prints or publishes the name or any matter which may make known the identity of any person against whom an offence under section  376 , section  376A , section 1   376AB , section  376B , section  376C , section  376D , section  376DA , section  376DB , section  376E  is alleged or found to have been committed (hereafter in this section referred to as the victim) shall be punished with imprisonment of either description for a term which may extend to two years and shall also be liable to fine. 
		 Nothing in sub-section (1) extends to any printing or publication of the name or any matter which may make known the identity of the victim if such printing or publication is
		 
			 by or under the order in writing of the officer-in-charge of the police station or the police officer making the investigation into such offence acting in good faith for the purposes of such investigation;or 
			 by, or with the authorisation in writing of, the victim; or 
			 where the victim is dead or minor or of unsound mind, by, or with the authorisation in writing of, the next-of-kin of the victim: 
		 
		 

 Provided  that no such authorisation shall be given by the next-of-kin to anybody other than the chairman or the secretary, by whatever name called, of any recognised welfare institution or organisation. 

 Explanations 
	 
		 For the purposes of this sub-section, “recognised welfare institution or organisation” means a social welfare institution or organisation recognised in this behalf by the Central or State Government. 
		 Whoever prints or publishes any matter in relation to any proceeding before a court with respect to an offence referred to in sub-section (1) without the previous permission of such court shall be punished with imprisonment of either description for a term which may extend to two years and shall also be liable to fine. 
		 The printing or publication of the judgment of any High Court or the Supreme Court does not amount to an offence within the meaning of this section. 
	 

 1  Criminal Law (Amendment) Act, 2018"," Disclosure of identity of the victim of certain offences, etc."
http://devgan.in/ipc/section/227/,227,"Whoever, having accepted any conditional remission of punishment, knowingly violates any condition on which such remission was granted, shall be punished with the punishment to which he was originally sentenced, if he has already suffered no part of that punishment, and if he has suffered any part of that punishment, then with so much of that punishment as he has not already suffered.", Violation of condition of remission of punishment.
http://devgan.in/ipc/section/228/,228,"Whoever intentionally offers any insult, or causes any interruption to any public servant, while such public servant is sitting in any stage of a judicial proceeding, shall be punished with simple imprisonment for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. 	 
		 Whoever prints or publishes the name or any matter which may make known the identity of any person against whom an offence under section  376 , section  376A , section 1   376AB , section  376B , section  376C , section  376D , section  376DA , section  376DB , section  376E  is alleged or found to have been committed (hereafter in this section referred to as the victim) shall be punished with imprisonment of either description for a term which may extend to two years and shall also be liable to fine. 
		 Nothing in sub-section (1) extends to any printing or publication of the name or any matter which may make known the identity of the victim if such printing or publication is
		 
			 by or under the order in writing of the officer-in-charge of the police station or the police officer making the investigation into such offence acting in good faith for the purposes of such investigation;or 
			 by, or with the authorisation in writing of, the victim; or 
			 where the victim is dead or minor or of unsound mind, by, or with the authorisation in writing of, the next-of-kin of the victim: 
		 
		 

 Provided  that no such authorisation shall be given by the next-of-kin to anybody other than the chairman or the secretary, by whatever name called, of any recognised welfare institution or organisation. 

 Explanations 
	 
		 For the purposes of this sub-section, “recognised welfare institution or organisation” means a social welfare institution or organisation recognised in this behalf by the Central or State Government. 
		 Whoever prints or publishes any matter in relation to any proceeding before a court with respect to an offence referred to in sub-section (1) without the previous permission of such court shall be punished with imprisonment of either description for a term which may extend to two years and shall also be liable to fine. 
		 The printing or publication of the judgment of any High Court or the Supreme Court does not amount to an offence within the meaning of this section. 
	 

 1  Criminal Law (Amendment) Act, 2018", Intentional insult or interruption to public servant sitting in judicial proceeding.
http://devgan.in/ipc/section/226/,226,"Repealed by the Code of Criminal Procedure (Amendment) Act, 1955 (26 of 1955), S. 117 and Sch.", Unlawful return from transportation. .
http://devgan.in/ipc/section/225B/,225B,"Whoever, in any case not provided for in section  224  or section  225  or in any other law for the time being in force, intentionally offers any resistance or illegal obstruction to the lawful apprehension of himself or of any other person, or escapes or attempts to escape from any custody in which he is lawfully detained, or rescues or attempts to rescue any other person from any custody in which that person is lawfully detained, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both."," Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for."
http://devgan.in/ipc/section/225A/,225A,"Whoever, being a public servant legally bound as such public servant to apprehend, or to keep in confinement, any person in any case not provided for in section  221 , section  222  or section  223 , or in any other law for the time being in force, omits to apprehend that person or suffers him to escape from confinement, shall be punished:
	 
		 if he does so intentionally, with imprisonment of either description for a term which may extend to three years, or with fine or with both; and 
		 if he does so negligently, with simple imprisonment for a term which may extend to two years, or with fine, or with both. 
	"," Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise, provided for."
http://devgan.in/ipc/section/225/,225,"Whoever intentionally offers any resistance or illegal obstruction to the lawful apprehension of any other person for an offence, or rescues or attempts to rescue any other person from any custody in which that person is lawfully detained for an offence, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both; 

 Or, if the person to be apprehended, or the person rescued or attempted to be rescued, is charged with or liable to be apprehended for an offence punishable with imprisonment for life or imprisonment for a term which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine; 

 Or, if the person to be apprehended or rescued, or attempted to be rescued, is charged with or liable to be apprehended for an offence punishable with death, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine; 

 Or, if the person to be apprehended or rescued, or attempted to be rescued, is liable under the sentence of a Court of Justice, or by virtue of a commutation of such a sentence, to imprisonment for life, or imprisonment, for a term of ten years or upwards, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine; 

 Or, if the person to be apprehended or rescued, or attempted to be rescued, is under sentence of death, shall be punished with imprisonment for life or imprisonment of either description for a term not exceeding ten years, and shall also be liable to fine. Whoever, being a public servant legally bound as such public servant to apprehend, or to keep in confinement, any person in any case not provided for in section  221 , section  222  or section  223 , or in any other law for the time being in force, omits to apprehend that person or suffers him to escape from confinement, shall be punished:
	 
		 if he does so intentionally, with imprisonment of either description for a term which may extend to three years, or with fine or with both; and 
		 if he does so negligently, with simple imprisonment for a term which may extend to two years, or with fine, or with both. 
	 Whoever, in any case not provided for in section  224  or section  225  or in any other law for the time being in force, intentionally offers any resistance or illegal obstruction to the lawful apprehension of himself or of any other person, or escapes or attempts to escape from any custody in which he is lawfully detained, or rescues or attempts to rescue any other person from any custody in which that person is lawfully detained, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.", Resistance or obstruction to lawful apprehension of another person.
http://devgan.in/ipc/section/224/,224,"Whoever intentionally offers any resistance or illegal obstruction to the lawful apprehension of himself for any offence with which he is charged or of which he has been convicted, or escapes or attempts to escape from any custody in which he is lawfully detained for any such offence, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.", Resistance or obstruction by a person to his lawful apprehension.
http://devgan.in/ipc/section/223/,223,"Whoever, being a public servant legally bound as such public servant to keep in confinement any person charged with or convicted of any offence or lawfully committed to custody, negligently suffers such person to escape from confinement, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.", Escape from confinement or custody negligently suffered by public servant.
http://devgan.in/ipc/section/222/,222,"Whoever, being a public servant, legally bound as such public servant to apprehend or to keep in confinement any person under sentence of a Court of Justice for any offence or lawfully committed to custody, intentionally omits to apprehend such person, or intentionally suffers such person to escape or intentionally aids such person in escaping or attempting to escape from such confinement, shall be punished as follows, that is to say: 

 With imprisonment for life or with imprisonment of either description for a term which may extend to fourteen years, with or without fine, if the person in confinement, or who ought to have been apprehended, is under sentence of death; or 

 With imprisonment of either description for a term which may extend to seven years, with or without fine, if the person in confinement, or who, ought to have been apprehended, is subject, by a sentence of a Court of Justice, or by virtue of a commutation of such sentence, to imprisonment for life or imprisonment for a term of ten years or upwards; or 

 With imprisonment of either description for a term which may extend to three years, or with fine, or with both, if the person in confinement, or who ought to have been apprehended is subject, by a sentence of a Court of Justice, to imprisonment for a term not extending to ten years or if the person was lawfully committed to custody.", Intentional omission to apprehend on the part of public servant bound to apprehend person under sentence or lawfully committed.
http://devgan.in/ipc/section/221/,221,"Whoever, being a pubic servant, legally bound as such public servant to apprehend or to keep in confinement any person charged with or liable to be apprehended for an offence, intentionally omits to apprehend such person, or intentionally suffers such person to escape, or intentionally aids such person in escaping or attempting to escape from such confinement, shall be punished as follows, that is to say: 

 With imprisonment of either description for a term which may extend to seven years, with or without fine, if the person in confinement, or who ought to have been apprehended, was charged with, or liable to be apprehended for, an offence punishable with death; or 

 With imprisonment of either description for a term which may extend to three years, with or without fine, if the person in confinement, or who ought to have been apprehended, was charged with, or liable to be apprehended for, an offence punishable with imprisonment for life or imprisonment for a term which may extend to ten years; or 

 With imprisonment of either description for a term which may extend to two years, with or without fine, if the person in confinement, or who ought to have been apprehended, was charged with, or liable to be apprehended for, an offence punishable with imprisonment for a term less than ten years.", Intentional omission to apprehend on the part of public servant bound to apprehend.
http://devgan.in/ipc/section/220/,220,"Whoever, being in any office which gives him legal authority to commit persons for trial or to confinement, or to keep persons in confinement, corruptly or maliciously commits any person for trial or to confinement, or keeps any person in confinement, in the exercise of that authority, knowing that in so doing he is acting contrary to law, shall be punished with imprisonment of either description for a term which may extend to seven years, or with fine, or with both.", Commitment for trial or confinement by person having authority who knows that he is acting contrary to law.
http://devgan.in/ipc/section/219/,219,"Whoever, being a public servant, corruptly or maliciously makes or pronounces in any stage of a judicial proceeding, any report, order, verdict, or decision which he knows to be contrary to law, shall be punished with imprisonment of either description for a term which may extend to seven years, or with fine, or with both."," Public servant in judicial proceeding corruptly making report, etc., contrary to law."
http://devgan.in/ipc/section/218/,218,"Whoever, being a public servant, and being as such public servant, charged with the preparation of any record or other writing, frames that record or writing in a manner which he knows to be incorrect, with intent to cause, or knowing it to be likely that he will thereby cause, loss or injury to the public or to any person, or with intent thereby to save, or knowing it to be likely that he will thereby save, any person from legal punishment, or with intent to save, or knowing that he is likely thereby to save, any property from forfeiture or other charge to which it is liable by law, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.", Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture.
http://devgan.in/ipc/section/217/,217,"Whoever, being a public servant, knowingly disobeys any direction of the law as to the way in which he is to conduct himself as such public servant, intending thereby to save, or knowing it to be likely that he will thereby save, any person from legal punishment, or subject him to a less punishment than that to which he is liable, or with intent to save, or knowing that he is likely thereby to save, any property from forfeiture or any charge to which it is liable by law, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.", Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture.
http://devgan.in/ipc/section/216B/,216B,"Repealed by the Indian Penal Code (Amendment) Act, 1942 (8 of 1942), S. 3."," Definition of ""harbour"" in sections 212, 216 and 216A. ."
http://devgan.in/ipc/section/216A/,216A,"Whoever, knowing or having reason to believe that any persons are about to commit or have recently committed robbery or dacoity, harbours them or any of them, with the intention of facilitating the commission of such robbery or dacoity or of screening them or any of them from punishment, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine.", Penalty for harbouring robbers or dacoits.
http://devgan.in/ipc/section/216/,216,"Whenever any person convicted of or charged with an offence, being in lawful custody for that offence, escapes from such custody, or whenever a public servant, in the exercise of the lawful powers of such public servant, orders a certain person to be apprehended for an offence, whoever, knowing of such escape or order for apprehension, harbours or conceals that person with the intention of preventing him from being apprehended, shall be punished in the manner following, that is to say: 

 If a capital offence  — if the offence for which the person was in custody or is ordered to be apprehended is punishable with death, he shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine; 

 If punishable with imprisonment for life, or with imprisonment  — if the offence is punishable with imprisonment for life or imprisonment for ten years, he shall be punished with imprisonment of either description for a term which may extend to three years, with or without fine; 

 And  if the offence is punishable with imprisonment which may extend to one year and not to ten years, he shall be punished with imprisonment of the description provided for the offence for a term which may extend to one-fourth part of the longest term of the imprisonment provided for such offence or with fine, or with both. 

 “Offence” in this section includes also any act or omission of which a person is alleged to have been guilty out of India, which, if he had been guilty of it in India, would have been punishable as an offence, and for which he is, under any law relating to extradition, or otherwise liable to be apprehended or detained in custody in India, and every such act or omission shall, for the purposes of this section, be deemed to be punishable as if the accused person had been guilty of it in India. Whoever, knowing or having reason to believe that any persons are about to commit or have recently committed robbery or dacoity, harbours them or any of them, with the intention of facilitating the commission of such robbery or dacoity or of screening them or any of them from punishment, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine. Repealed by the Indian Penal Code (Amendment) Act, 1942 (8 of 1942), S. 3.", Harbouring offender who has escaped from custody or whose apprehension has been ordered.
http://devgan.in/ipc/section/215/,215,"Whoever takes or agrees or consents to take any gratification under pretence or on account of helping any person to recover any movable property of which he shall have been deprived by any offence punishable under this Code, shall, unless he uses all means in his power to cause the offender to be apprehended and convicted of the offence, be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both."," Taking gift to help to recover stolen property, etc."
http://devgan.in/ipc/section/214/,214,"Whoever gives or causes, or offers or agrees to give or cause, any gratification to any person, or restores or causes the restoration of any property to any person, in consideration of that person’s concealing an offence, or of his screening any person from legal punishment for any offence, or of his not proceeding against any person for the purpose of bringing him to legal punishment; 

 If a capital offence  — shall, if the offence is punishable with death, be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine; 

 If punishable with imprisonment for life, or with imprisonment  — and if the offence is punishable with imprisonment for life or with imprisonment which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine; 

 And  if the offence is punishable with imprisonment not extending to ten years, shall be punished with imprisonment of the description provided for the offence for a term which may extend to one-fourth part of the longest term of imprisonment provided for the offence, or with fine, or with both.", Offering gift or restoration of property in consideration of screening offender.
http://devgan.in/ipc/section/213/,213,"Whoever accepts or attempts to obtain, or agrees to accept, any gratification for himself or any other person, or any restitution of property to himself or any other person, in consideration of his concealing an offence or of his screening any person from legal punishment for any offence, or of his not proceeding against any person for the purpose of bringing him to legal punishment; 

 If a capital offence  — shall, if the offence is punishable with death, be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine; 

 If punishable with imprisonment for life, or with imprisonment  — and if the offence is punishable with imprisonment for life, or with imprisonment which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine; 

 And  if the offence is punishable with imprisonment not extending to ten years, shall be punished with imprisonment of the description provided for the offence for a term which may extend to one fourth part of the longest term of imprisonment provided for the offence, or with fine, or with both."," Taking gift, etc., to screen an offender from punishment."
http://devgan.in/ipc/section/211/,211,"Whoever, with intent to cause injury to any person, institutes or causes to be instituted any criminal proceeding against that person, or falsely charges any person with having committed an offence, knowing that there is no just or lawful ground for such proceeding or charge against that person, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both; 

 And if such criminal proceeding be instituted on a false charge of an offence punishable with death imprisonment for life, or imprisonment for seven years or upwards, shall be punishable with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.", False charge of offence made with intent to injure.
http://devgan.in/ipc/section/210/,210,"Whoever fraudulently obtains a decree or order against any person for a sum not due, or for a larger sum than is due or for any property or interest in property to which he is not entitled, or fraudulently causes a decree or order to be executed against any person after it has been satisfied or for anything in respect of which it has been satisfied, or fraudulently suffers or permits any such act to be done in his name, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.", Fraudulently obtaining decree for sum not due.
http://devgan.in/ipc/section/209/,209,"Whoever fraudulently or dishonestly, or with intent to injure or annoy any person, makes in a Court of Justice any claim which he knows to be false, shall be punished with imprisonment of either description for a term which may extend to two years, and shall also be liable to fine.", Dishonesty making false claim in Court.
http://devgan.in/ipc/section/212/,212,"Whenever an offence has been committed, whoever harbours or conceals a person whom he knows or has reason to believe to be the offender, with the intention of screening him from legal punishment; 

 If a capital offence  — shall, if the offence is punishable with death, be punished with imprisonment of either description for a term which may extend to five years, and shall also be liable to fine; 

 If punishable with imprisonment for life, or with imprisonment  — and if the offence is punishable with imprisonment for life, or with imprisonment which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine; and if the offence is punishable with imprisonment which may extend to one year, and not to ten years, shall be punished with imprisonment of the description provided for the offence for a term which may extend to one-fourth part of the longest term of imprisonment provided for the offence, or with fine, or with both. 

 “Offence” in this section includes any act committed at any place out of India, which, if committed in India, would be punishable under any of the following sections, namely,  302 ,  304 ,  382 ,  392 ,  393 ,  394 ,  395 ,  396 ,  397 ,  398 ,  399 ,  402 ,  435 ,  436 ,  449 ,  450 ,  457 ,  458 ,  459  and  460 ; 

 and every such act shall, for the purposes of this section, be deemed to be punishable as if the accused person had been guilty of it in India.", Harbouring offender.
http://devgan.in/ipc/section/208/,208,"Whoever fraudulently causes or suffers a decree or order to be passed against him at the suit of any person for a sum not due or for a larger sum than is due to such person or for any property or interest in property to which such person is not entitled, or fraudulently causes or suffers a decree or order to be executed against him after it has been falsified, or for anything in respect of which it has been satisfied, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.", Fraudulently suffering decree for sum not due.
http://devgan.in/ipc/section/206/,206,"Whoever fraudulently removes, conceals, transfers or delivers to any person any property or any interest therein, intending thereby to prevent that property or interest therein from being taken as a forfeiture or in satisfaction of a fine, under a sentence which has been pronounced, or which he knows to be likely to be pronounced, by a Court of Justice or other competent authority, or from being taken in execution of a decree or order which has been made, or which he knows to be likely to be made by a Court of Justice in a civil suit, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.", Fraudulent removal or concealment of property to prevent its seizure as forfeited or in execution.
http://devgan.in/ipc/section/207/,207,"Whoever fraudulently accepts, receives or claims any property or any interest therein, knowing that he has no right or rightful claim to such property or interest, or practices any deception touching any right to any property or any interest therein, intending thereby to prevent that property or interest therein from being taken as a forfeiture or in satisfaction of a fine, under a sentence which has been pronounced, or which he knows to be likely to be pronounced by a Court of Justice or other competent authority, or from being taken in execution of a decree or order which has been made, or which he knows to be likely to be made by a Court of Justice in a civil suit, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.", Fraudulent claim to property to prevent its seizure as forfeited or in execution.
http://devgan.in/ipc/section/205/,205,"Whoever falsely personates another, and in such assumed character makes any admission or statement, or confesses judgment, or causes any process to be issued or becomes bail or security, or does any other act in any suit or criminal prosecution, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.", False personation for purpose of act or proceeding in suit or prosecution.
http://devgan.in/ipc/section/204/,204,"Whoever secrets or destroys any document or electronic record 1  which he may be lawfully compelled to produce as evidence in a Court of Justice, or in any proceeding lawfully held before a public servant, as such, or obliterates or renders illegible the whole or any part of such document or electronic record 1  with the intention of preventing the same from being produced or used as evidence before such Court or public servant as aforesaid, or after he shall have been lawfully summoned or required to produce the same for that purpose, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both. 

 1  Information Technology Act, 2000", Destruction of document to prevent its production as evidence.
http://devgan.in/ipc/section/203/,203,"Whoever, knowing or having reason to believe that an offence has been committed, gives any information respecting that offence which he knows or believes to be false, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.", Giving false information respecting an offence committed.
http://devgan.in/ipc/section/202/,202,"Whoever, knowing or having reason to believe that an offence has been committed, intentionally omits to give any information respecting that offence which he is legally bound to give, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both.", Intentional omission to give information of offence by person bound to inform.
http://devgan.in/ipc/section/201/,201,"Whoever, knowing or having reason to believe that an offence has been committed, causes any evidence of the commission of that offence to disappear, with the intention of screening the offender from legal punishment, or with that intention gives any information respecting the offence which he knows or believes to be false; 

 If a capital offence  — shall, if the offence which he knows or believes to have been committed is punishable with death, be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine; 

 If punishable with imprisonment for life  — and if the offence is punishable with imprisonment for life, or with imprisonment which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine; 

 If punishable with less than ten years imprisonment  — and if the offence is punishable with imprisonment for any term not extending to ten years, shall be punished with imprisonment of the description provided for the offence, for a term which may extend to one-fourth part of the longest term of the imprisonment provided for the offence, or with fine, or with both."," Causing disappearance of evidence of offence, or giving false information to screen offender."
http://devgan.in/ipc/section/200/,200,"Whoever corruptly uses or attempts to use as true any such declaration, knowing the same to be false in any material point, shall be punished in the same manner as if he gave false evidence.", Using as true such declaration knowing it to be false.
http://devgan.in/ipc/section/199/,199,"Whoever, in any declaration made or subscribed by him, which declaration any Court of Justice, or any public servant or other person, is bound or authorized by law to receive as evidence of any fact, makes any statement which is false, and which he either knows or believes to be false or does not believe to be true, touching any point material to the object for which the declaration is made or used, shall be punished in the same manner as if he gave false evidence.", False statement made in declaration which is by law receivable as evidence.
http://devgan.in/ipc/section/198/,198,"Whoever corruptly uses or attempts to use any such certificate as a true certificate, knowing the same to be false in any material point, shall be punished in the same manner as if he gave false evidence.", Using as true a certificate known to be false.
